CustomerID,Age,Gender,City,is_Married,family_size,height,annual_income,job,is_physically_ok,has_taken_car_loan,preferable_fuel_choice,vehicle_choice
CusID_19642,25.0,Not_Specified,Vienna,Divorced,3.0,138.0,102710.0,Business,Yes,No,Diesel,Pickup-Truck
CusID_19643,29.0,Male,Los Angeles,Single,1.0,163.0,62200.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_19644,21.0,Female,Kuala Lampur,Divorced,2.0,141.0,155600.0,Service,Yes,No,Diesel,Sports Coupe
CusID_19645,24.0,Female,Mumbai,Divorced,3.0,162.0,137300.0,Service,Yes,No,Hybrid,Station Wagon
CusID_19646,21.0,Male,Vienna,Married,5.0,145.0,160400.0,Service,Yes,No,Petrol,Sports Sedan
CusID_19647,32.0,Female,Los Angeles,Married,3.0,155.0,153700.0,Service,Yes,No,Petrol,Luxury Sedan
CusID_19648,27.0,Female,Kolkata,Married,4.0,163.0,120580.0,Business,Yes,No,Diesel,Sports Sedan
CusID_19649,18.0,Female,Sydney,Single,1.0,157.0,7700.0,Student,Yes,Yes,Petrol,Compact Sedan
CusID_19650,46.0,Female,Vancouver,Single,1.0,147.0,54700.0,Service,Yes,No,Petrol,Sportscar
CusID_19651,25.0,Not_Specified,Taipei,Divorced,4.0,145.0,32700.0,Business,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_19652,35.0,Not_Specified,Munich,Divorced,3.0,146.0,53550.0,Business,Yes,Yes,Diesel,Sports Utility Vehicle
CusID_19653,24.0,Male,Chennai,Divorced,4.0,149.0,184000.0,Service,Yes,No,Hybrid,Luxury Sedan
CusID_19654,39.0,Male,Florence,Married,6.0,158.0,10500.0,Service,Yes,Yes,Hybrid,Compact Sedan
CusID_19655,32.0,Male,Shinjuku,Divorced,4.0,171.0,109070.0,Business,Yes,No,Petrol,Sports Utility Vehicle
CusID_19656,28.0,Female,Taipei,Married,2.0,142.0,79800.0,Service,Yes,No,Hybrid,Utility vehicle
CusID_19657,39.0,Female,Mumbai,Divorced,3.0,154.0,100850.0,Business,Yes,No,,Luxury Sedan
CusID_19658,21.0,Not_Specified,London,Divorced,4.0,155.0,107180.0,Business,Yes,No,Diesel,Pickup-Truck
CusID_19659,34.0,Male,Toronto,Divorced,3.0,145.0,44320.0,Business,Yes,Yes,Diesel,Crossover
CusID_19660,34.0,Female,Shinjuku,Single,1.0,138.0,144790.0,Business,Yes,No,Petrol,Convertible
CusID_19661,21.0,Male,Chennai,Single,1.0,160.0,101500.0,Service,Yes,No,,Luxury Coupe
CusID_19662,22.0,Female,Delhi,Married,4.0,154.0,152400.0,Service,Yes,No,Diesel,Luxury Sedan
CusID_19663,39.0,Male,San Francisco,Divorced,4.0,176.0,28400.0,Service,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_19664,25.0,Male,Barcelona,Divorced,3.0,156.0,34600.0,Service,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_19665,26.0,Female,Munich,Divorced,4.0,160.0,126770.0,Business,No,No,Petrol,Utility Vehicle
CusID_19666,31.0,Female,Delhi,Married,6.0,162.0,137630.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_19667,30.0,Male,Chennai,Married,5.0,165.0,154210.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_19668,19.0,Female,Kuala Lampur,Single,1.0,154.0,6700.0,Service,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_19669,31.0,Female,Budapest,Married,2.0,148.0,103100.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_19670,28.0,Female,Florence,Married,4.0,135.0,26500.0,Service,Yes,Yes,Diesel,Crossover
CusID_19671,37.0,Female,Berlin,Married,3.0,140.0,39200.0,Service,Yes,Yes,Hybrid,Crossover
CusID_19672,43.0,Male,Paris,Married,3.0,147.0,156350.0,Business,Yes,No,Petrol,Sports Coupe
CusID_19673,29.0,Male,Kuala Lampur,Married,3.0,150.0,168800.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_19674,36.0,Male,Toronto,Single,1.0,152.0,115340.0,Business,Yes,No,Petrol,Luxury Coupe
CusID_19675,35.0,Female,Delhi,Married,6.0,146.0,44700.0,Service,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_19676,23.0,Female,Budapest,Married,3.0,156.0,91240.0,Business,Yes,No,Diesel,Compact Utility Vehicle
CusID_19677,26.0,Male,Paris,Married,6.0,168.0,81840.0,Business,Yes,Yes,Petrol,Compact Utility Vehicle
CusID_19678,59.0,Female,Sydney,Divorced,2.0,163.0,,Business,Yes,Yes,Petrol,Coupe
CusID_19679,26.0,Female,Los Angeles,Married,5.0,156.0,151200.0,Service,Yes,No,Hybrid,Sports Utility Vehicle
CusID_19680,23.0,Male,Shinjuku,Divorced,3.0,178.0,113600.0,Service,Yes,No,Hybrid,Luxury Sedan
CusID_19681,40.0,Male,Vienna,Married,4.0,179.0,49800.0,Service,Yes,Yes,Diesel,Pickup-Truck
CusID_19682,22.0,Male,Chennai,Married,6.0,167.0,68900.0,Service,Yes,No,Petrol,Sedan
CusID_19683,48.0,Female,Los Angeles,Single,1.0,137.0,74980.0,Business,Yes,Yes,Diesel,Luxury Sedan
CusID_19684,27.0,Female,Perth,Married,3.0,144.0,92300.0,Service,Yes,No,Hybrid,Utility vehicle
CusID_19685,52.0,Male,London,Divorced,4.0,169.0,429600.0,Undisclosed,Yes,Yes,Petrol,Luxury Sedan
CusID_19686,37.0,Female,Taipei,Single,,158.0,35940.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_19687,20.0,Female,Budapest,Single,,149.0,8200.0,Student,Yes,Yes,Hybrid,Compact Sedan
CusID_19688,27.0,Male,Toronto,Married,5.0,164.0,119600.0,Service,Yes,No,Hybrid,Luxury Sedan
CusID_19689,28.0,Female,Toronto,,4.0,153.0,124500.0,Service,Yes,No,Hybrid,Sports Utility Vehicle
CusID_19690,50.0,Female,Kolkata,Married,5.0,145.0,86930.0,Business,Yes,Yes,Diesel,Sports Sedan
CusID_19691,28.0,Male,Vienna,Divorced,4.0,159.0,140700.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_19692,26.0,Female,Kuala Lampur,Divorced,2.0,158.0,6100.0,Service,Yes,Yes,Diesel,Hatchback
CusID_19693,59.0,Female,Barcelona,Divorced,4.0,159.0,36000.0,Business,Yes,Yes,Petrol,Sedan
CusID_19694,28.0,Female,Delhi,Married,2.0,156.0,152460.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_19695,53.0,Female,Vancouver,Married,5.0,152.0,75420.0,Business,No,Yes,Petrol,Sedan
CusID_19696,30.0,Male,Vancouver,Divorced,3.0,157.0,96730.0,Business,Yes,No,Petrol,Sedan
CusID_19697,28.0,Female,Barcelona,Married,5.0,137.0,97340.0,Business,Yes,No,Petrol,Sports Sedan
CusID_19698,17.0,Not_Specified,London,Single,1.0,139.0,2700.0,Service,Yes,Yes,Petrol,Hatchback
CusID_19699,27.0,Female,Berlin,Divorced,4.0,161.0,65820.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_19700,39.0,Female,Toronto,Married,6.0,156.0,116810.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_19701,37.0,Male,Florence,Married,4.0,149.0,37020.0,Business,Yes,Yes,Petrol,Crossover
CusID_19702,35.0,Female,Kolkata,Married,4.0,160.0,155700.0,Service,Yes,No,Diesel,Luxury Sedan
CusID_19703,27.0,Female,Munich,Married,4.0,143.0,179000.0,Service,Yes,No,Hybrid,Luxury Sedan
CusID_19704,31.0,Male,Barcelona,Divorced,2.0,171.0,88590.0,Business,Yes,Yes,Petrol,Sedan
CusID_19705,41.0,Female,Barcelona,Married,3.0,148.0,82200.0,Service,Yes,No,Petrol,Utility vehicle
CusID_19706,23.0,Female,Delhi,Divorced,2.0,152.0,25500.0,Service,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_19707,58.0,Female,London,Divorced,4.0,151.0,47900.0,Undisclosed,Yes,No,Hybrid,Sedan
CusID_19708,32.0,Male,Kuala Lampur,Married,5.0,145.0,91400.0,Business,Yes,No,Petrol,Compact Utility Vehicle
CusID_19709,27.0,Male,Berlin,Single,1.0,155.0,112100.0,Service,Yes,No,Hybrid,Luxury Coupe
CusID_19710,24.0,Male,Kolkata,Married,5.0,159.0,155990.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_19711,33.0,Female,San Francisco,Married,2.0,156.0,40000.0,Service,Yes,Yes,Petrol,Crossover
CusID_19712,21.0,Not_Specified,Delhi,Single,1.0,150.0,139000.0,Service,Yes,No,Hybrid,Convertible
CusID_19713,29.0,Not_Specified,Perth,Single,1.0,147.0,11100.0,Student,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_19714,43.0,Male,Paris,Divorced,4.0,178.0,157140.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_19715,,Male,Taipei,Single,1.0,154.0,12700.0,Student,Yes,Yes,Hybrid,Coupe
CusID_19716,55.0,Male,Taipei,Divorced,4.0,164.0,154680.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_19717,51.0,Male,Mumbai,Divorced,3.0,143.0,183200.0,Service,Yes,No,Hybrid,Luxury Sedan
CusID_19718,35.0,Female,Vancouver,Divorced,2.0,139.0,60150.0,Business,Yes,Yes,Diesel,Coupe
CusID_19719,29.0,Not_Specified,Berlin,Married,2.0,138.0,177800.0,Service,Yes,No,Diesel,Sports Sedan
CusID_19720,22.0,Male,Budapest,Divorced,3.0,156.0,132800.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_19721,24.0,Male,Kuala Lampur,Divorced,3.0,145.0,179200.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_19722,32.0,Not_Specified,Berlin,Married,2.0,153.0,148060.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_19723,22.0,Female,Berlin,Married,4.0,139.0,125450.0,Business,Yes,No,Diesel,Sports Sedan
CusID_19724,30.0,Female,Sydney,Divorced,4.0,150.0,129600.0,Service,Yes,No,Hybrid,Station Wagon
CusID_19725,31.0,Male,Florence,Married,4.0,164.0,77800.0,Service,Yes,No,Petrol,Sedan
CusID_19726,,Male,Munich,Married,4.0,144.0,52060.0,Business,Yes,Yes,Diesel,Pickup-Truck
CusID_19727,21.0,Female,Paris,Married,3.0,133.0,70160.0,Business,No,Yes,Petrol,Minivan
CusID_19728,27.0,Female,Chennai,Single,1.0,139.0,136200.0,Service,No,No,Diesel,Utility Vehicle
CusID_19729,40.0,Female,Vienna,Married,2.0,154.0,76710.0,Business,Yes,Yes,Petrol,Crossover
CusID_19730,46.0,Female,New York City,Married,6.0,161.0,107200.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_19731,43.0,Female,London,Married,3.0,162.0,59610.0,Business,Yes,Yes,Petrol,Crossover
CusID_19732,21.0,Male,Toronto,Divorced,4.0,173.0,141910.0,Business,Yes,No,Petrol,Sports Utility Vehicle
CusID_19733,35.0,Female,Florence,,5.0,152.0,75900.0,Business,Yes,Yes,Diesel,Sports Sedan
CusID_19734,45.0,Male,Perth,Single,1.0,164.0,41340.0,Business,Yes,Yes,Diesel,Pickup-Truck
CusID_19735,29.0,Not_Specified,Kuala Lampur,Single,1.0,152.0,50300.0,Service,Yes,No,Diesel,Luxury Sedan
CusID_19736,21.0,Male,Chennai,Married,2.0,173.0,72300.0,Service,Yes,No,Petrol,Sedan
CusID_19737,35.0,Male,Taipei,Divorced,4.0,175.0,92600.0,Service,Yes,No,Diesel,Utility Vehicle
CusID_19738,38.0,Female,Mumbai,Divorced,3.0,152.0,80970.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_19739,29.0,Not_Specified,Taipei,Married,5.0,153.0,138700.0,Service,Yes,No,Petrol,Luxury Sedan
CusID_19740,19.0,Not_Specified,Mumbai,Single,1.0,160.0,3200.0,Service,Yes,Yes,Diesel,Hatchback
CusID_19741,27.0,Not_Specified,Delhi,Divorced,4.0,140.0,13700.0,Service,Yes,Yes,Hybrid,Crossover
CusID_19742,40.0,Male,Vancouver,Divorced,3.0,163.0,19700.0,Service,Yes,Yes,Petrol,Compact Utility Vehicle
CusID_19743,44.0,Female,Munich,Married,3.0,162.0,89000.0,Service,Yes,No,Petrol,Crossover
CusID_19744,18.0,Male,Kolkata,Single,1.0,160.0,3800.0,Service,Yes,Yes,Diesel,Compact Sedan
CusID_19745,28.0,Female,Budapest,Married,5.0,148.0,77800.0,Service,Yes,No,Hybrid,Station Wagon
CusID_19746,22.0,Male,Toronto,Married,6.0,151.0,162300.0,Service,Yes,No,Hybrid,Luxury Sedan
CusID_19747,36.0,Male,Toronto,Married,6.0,152.0,39790.0,Business,Yes,Yes,Petrol,Sedan
CusID_19748,43.0,Female,Los Angeles,Married,4.0,162.0,30700.0,Service,Yes,Yes,Petrol,Crossover
CusID_19749,54.0,Male,Paris,Divorced,2.0,159.0,125000.0,Service,Yes,No,Petrol,Sportscar
CusID_19750,32.0,Male,Perth,Married,4.0,144.0,132600.0,Service,Yes,No,Hybrid,Crossover
CusID_19751,36.0,Male,San Francisco,Married,4.0,154.0,70460.0,Business,Yes,Yes,Petrol,Sports Sedan
CusID_19752,38.0,Male,Vancouver,Married,3.0,171.0,54840.0,Business,Yes,Yes,Petrol,Sports Sedan
CusID_19753,42.0,Female,Barcelona,Married,4.0,158.0,56900.0,Service,Yes,No,Petrol,Crossover
CusID_19754,17.0,Not_Specified,Berlin,Single,1.0,156.0,7900.0,Student,Yes,Yes,,Hatchback
CusID_19755,20.0,Female,San Francisco,Single,1.0,147.0,2500.0,Service,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_19756,36.0,Female,New York City,Married,2.0,152.0,95220.0,Business,Yes,No,Diesel,Compact Utility Vehicle
CusID_19757,28.0,Not_Specified,London,Divorced,2.0,137.0,159700.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_19758,31.0,Not_Specified,Los Angeles,Single,1.0,141.0,37240.0,Business,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_19759,39.0,Female,Barcelona,Married,5.0,135.0,134980.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_19760,31.0,Female,Munich,Married,2.0,150.0,65470.0,,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_19761,32.0,Female,Taipei,Married,2.0,138.0,120960.0,Business,Yes,No,Diesel,Sports Sedan
CusID_19762,53.0,Female,Florence,Married,4.0,144.0,30020.0,Business,Yes,Yes,Petrol,Utility Vehicle
CusID_19763,24.0,Not_Specified,Taipei,Single,1.0,159.0,11900.0,Student,Yes,Yes,Petrol,Compact Utility Vehicle
CusID_19764,28.0,Male,Taipei,Married,2.0,169.0,40350.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_19765,33.0,Not_Specified,Chennai,Married,3.0,149.0,135400.0,Business,Yes,No,Diesel,Luxury Sedan
CusID_19766,23.0,Male,London,Married,4.0,177.0,147070.0,Business,Yes,No,Diesel,Sports Sedan
CusID_19767,21.0,Female,Toronto,Married,2.0,160.0,130770.0,Business,Yes,No,Diesel,Sports Sedan
CusID_19768,,Female,Shinjuku,Married,6.0,152.0,84100.0,Service,Yes,No,Diesel,Station Wagon
CusID_19769,27.0,Not_Specified,Vienna,Married,6.0,149.0,168600.0,Service,Yes,No,Hybrid,Luxury Sedan
CusID_19770,29.0,Female,Florence,Married,,143.0,31600.0,Service,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_19771,34.0,Female,Delhi,Married,3.0,162.0,58700.0,Service,Yes,No,Diesel,Crossover
CusID_19772,,Female,Chennai,Single,1.0,147.0,115800.0,Business,Yes,No,Diesel,Luxury Coupe
CusID_19773,,Not_Specified,Sydney,Single,1.0,143.0,5400.0,Student,Yes,Yes,Petrol,Hatchback
CusID_19774,23.0,Male,New York City,Married,5.0,153.0,89600.0,Service,Yes,No,Petrol,Sedan
CusID_19775,18.0,Male,Sydney,Single,1.0,174.0,5100.0,Service,Yes,Yes,Hybrid,Hatchback
CusID_19776,21.0,Male,Kuala Lampur,Married,6.0,179.0,161220.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_19777,31.0,Male,Kuala Lampur,Married,2.0,170.0,71620.0,Business,Yes,Yes,Diesel,Pickup-Truck
CusID_19778,29.0,Female,Chennai,Married,3.0,138.0,5200.0,Service,Yes,Yes,Diesel,Hatchback
CusID_19779,27.0,Not_Specified,Budapest,Single,1.0,137.0,13900.0,Student,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_19780,19.0,Not_Specified,Vienna,Single,1.0,144.0,4400.0,Service,Yes,Yes,Hybrid,Hatchback
CusID_19781,28.0,Male,Kuala Lampur,Married,5.0,136.0,102170.0,Business,No,No,Diesel,Sports Utility Vehicle
CusID_19782,29.0,Male,New York City,Divorced,,147.0,139160.0,Business,Yes,No,Petrol,Sportscar
CusID_19783,21.0,Not_Specified,London,Single,1.0,157.0,103500.0,Service,Yes,No,Hybrid,Luxury Coupe
CusID_19784,20.0,Male,Berlin,Single,1.0,143.0,5000.0,Service,Yes,Yes,Diesel,Compact Sedan
CusID_19785,24.0,Male,Perth,Single,1.0,167.0,42200.0,Service,Yes,Yes,Hybrid,Utility Vehicle
CusID_19786,25.0,Male,Taipei,Divorced,2.0,175.0,133100.0,Service,Yes,No,Petrol,Sportscar
CusID_19787,23.0,Female,Berlin,Married,5.0,152.0,166800.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_19788,22.0,Male,Munich,Married,3.0,179.0,44320.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_19789,23.0,Female,Sydney,Divorced,2.0,,146710.0,Business,Yes,No,Petrol,Convertible
CusID_19790,38.0,Female,Barcelona,Married,6.0,161.0,108000.0,Service,Yes,No,Petrol,Sports Utility Vehicle
CusID_19791,33.0,Male,Berlin,Married,3.0,176.0,64300.0,Service,Yes,No,Petrol,Sedan
CusID_19792,34.0,Female,Budapest,Single,1.0,140.0,132670.0,Business,Yes,No,Diesel,Convertible
CusID_19793,34.0,Female,Budapest,Single,1.0,143.0,107890.0,Business,Yes,No,Petrol,Luxury Coupe
CusID_19794,35.0,Male,Mumbai,Married,2.0,178.0,83650.0,Business,Yes,Yes,Diesel,Pickup-Truck
CusID_19795,29.0,Female,Los Angeles,Married,4.0,156.0,8600.0,Service,No,Yes,Diesel,Station Wagon
CusID_19796,39.0,Female,Florence,Married,4.0,143.0,62900.0,Business,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_19797,54.0,Male,Munich,Married,3.0,178.0,71490.0,Business,Yes,Yes,Petrol,Sports Sedan
CusID_19798,39.0,Male,San Francisco,Single,1.0,170.0,44260.0,,Yes,Yes,Diesel,Pickup-Truck
CusID_19799,16.0,Female,Delhi,Single,1.0,148.0,4400.0,Student,Yes,Yes,Petrol,Compact Sedan
CusID_19800,25.0,Female,Toronto,Divorced,2.0,155.0,146500.0,Service,Yes,No,Hybrid,Sports Coupe
CusID_19801,20.0,Male,Kuala Lampur,,1.0,148.0,5400.0,Service,No,Yes,Diesel,Crossover
CusID_19802,38.0,Male,Vancouver,Married,6.0,175.0,80100.0,Service,Yes,No,Petrol,Sedan
CusID_19803,35.0,Female,Vienna,Married,3.0,162.0,44800.0,Service,Yes,Yes,Diesel,Crossover
CusID_19804,20.0,Male,Kuala Lampur,Single,1.0,152.0,8600.0,Student,Yes,Yes,EV,Hatchback
CusID_19805,21.0,Female,New York City,Divorced,3.0,139.0,60700.0,Service,Yes,No,Petrol,Utility Vehicle
CusID_19806,36.0,Male,Paris,Married,6.0,163.0,158380.0,Business,Yes,No,Petrol,Luxury Sedan
CusID_19807,25.0,Male,Los Angeles,Single,1.0,145.0,44700.0,Service,Yes,Yes,Petrol,Utility Vehicle
CusID_19808,35.0,Female,Mumbai,Divorced,2.0,151.0,117730.0,Business,Yes,No,Petrol,Convertible
CusID_19809,28.0,Male,Los Angeles,Married,2.0,164.0,144230.0,Business,Yes,No,Petrol,Sports Coupe
CusID_19810,28.0,Not_Specified,Taipei,Single,1.0,153.0,97700.0,Service,Yes,No,Diesel,Luxury Sedan
CusID_19811,30.0,Male,Vancouver,Married,2.0,172.0,61410.0,Business,Yes,Yes,Diesel,Pickup-Truck
CusID_19812,33.0,Not_Specified,Sydney,Married,4.0,159.0,83040.0,Business,Yes,Yes,Petrol,Utility Vehicle
CusID_19813,37.0,,Budapest,Single,1.0,155.0,77530.0,Business,Yes,Yes,Petrol,Sportscar
CusID_19814,24.0,Male,Toronto,Divorced,2.0,,63000.0,Service,Yes,No,Petrol,Sedan
CusID_19815,58.0,Female,Kolkata,Divorced,3.0,163.0,167300.0,Service,Yes,No,Hybrid,Station Wagon
CusID_19816,33.0,Male,Los Angeles,Married,5.0,168.0,139120.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_19817,24.0,Female,London,Divorced,4.0,155.0,80500.0,Service,Yes,No,Petrol,Utility Vehicle
CusID_19818,38.0,Female,Barcelona,Married,6.0,146.0,98900.0,Service,Yes,No,Hybrid,Station Wagon
CusID_19819,24.0,Male,Perth,Married,6.0,158.0,47350.0,Business,Yes,Yes,Diesel,Pickup-Truck
CusID_19820,35.0,,Vienna,Married,5.0,142.0,74090.0,Business,Yes,Yes,Diesel,Sports Sedan
CusID_19821,26.0,Female,Munich,Married,3.0,145.0,148000.0,Service,Yes,No,Petrol,Sports Utility Vehicle
CusID_19822,44.0,Male,San Francisco,Divorced,4.0,143.0,119470.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_19823,48.0,Female,Taipei,Single,1.0,139.0,160600.0,Service,Yes,No,Diesel,Convertible
CusID_19824,24.0,Female,Sydney,Married,6.0,136.0,64200.0,Service,Yes,No,Diesel,Station Wagon
CusID_19825,25.0,Male,Vienna,Married,3.0,180.0,88400.0,Service,Yes,No,Hybrid,Crossover
CusID_19826,30.0,Male,Kuala Lampur,Married,6.0,153.0,106000.0,Service,No,No,Petrol,Pickup-Truck
CusID_19827,34.0,Not_Specified,Mumbai,Married,4.0,144.0,87090.0,Business,Yes,Yes,Petrol,Utility Vehicle
CusID_19828,20.0,Male,,Single,1.0,155.0,2500.0,Student,Yes,Yes,EV,Hatchback
CusID_19829,34.0,Male,Perth,Married,6.0,154.0,93480.0,Business,Yes,No,Petrol,Compact Utility Vehicle
CusID_19830,31.0,Female,Chennai,Divorced,3.0,144.0,112540.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_19831,22.0,Male,Vancouver,,4.0,145.0,144600.0,Service,,No,Hybrid,Luxury Sedan
CusID_19832,20.0,Female,Kuala Lampur,Single,1.0,163.0,3400.0,Service,Yes,Yes,Diesel,Compact Utility Vehicle
CusID_19833,33.0,Male,Toronto,Single,1.0,159.0,98340.0,Business,Yes,No,Petrol,Sportscar
CusID_19834,25.0,Not_Specified,Los Angeles,Single,1.0,138.0,115100.0,Service,Yes,No,Petrol,Luxury Coupe
CusID_19835,24.0,Not_Specified,Kolkata,Single,1.0,155.0,12700.0,Student,Yes,Yes,EV,Compact Utility Vehicle
CusID_19836,25.0,Not_Specified,Kolkata,Married,6.0,157.0,144200.0,Service,Yes,No,Diesel,Luxury Sedan
CusID_19837,20.0,Male,Chennai,Single,1.0,167.0,5600.0,Service,Yes,Yes,Diesel,Compact Sedan
CusID_19838,36.0,Male,Vancouver,Single,1.0,170.0,46430.0,Business,Yes,Yes,Diesel,Pickup-Truck
CusID_19839,32.0,Female,Mumbai,Single,1.0,151.0,45960.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_19840,20.0,Female,Mumbai,Single,1.0,150.0,3500.0,Service,Yes,Yes,Petrol,Compact Utility Vehicle
CusID_19841,32.0,Male,Los Angeles,Divorced,2.0,147.0,51170.0,Business,Yes,Yes,Diesel,Crossover
CusID_19842,25.0,Female,Los Angeles,Single,1.0,145.0,178100.0,Service,Yes,No,Hybrid,Convertible
CusID_19843,22.0,Male,Mumbai,Married,3.0,145.0,114290.0,Business,Yes,No,Diesel,Sports Sedan
CusID_19844,24.0,Male,Perth,Single,1.0,168.0,13700.0,Student,Yes,Yes,EV,Crossover
CusID_19845,23.0,Female,Shinjuku,Divorced,2.0,142.0,41000.0,Service,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_19846,41.0,Female,Vancouver,Single,1.0,159.0,46080.0,Business,Yes,Yes,Diesel,Utility Vehicle
CusID_19847,33.0,Male,Berlin,Married,4.0,157.0,148100.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_19848,24.0,Male,San Francisco,Single,1.0,155.0,12400.0,Student,Yes,Yes,Petrol,Coupe
CusID_19849,28.0,Not_Specified,Los Angeles,Single,1.0,141.0,13500.0,Student,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_19850,57.0,Female,Mumbai,Divorced,2.0,161.0,271600.0,Undisclosed,Yes,Yes,Hybrid,Convertible
CusID_19851,44.0,Female,Delhi,Divorced,2.0,152.0,163500.0,Service,Yes,No,,Sports Coupe
CusID_19852,22.0,Male,Kolkata,Married,3.0,153.0,14000.0,Service,Yes,Yes,Hybrid,Compact Utility Vehicle
CusID_19853,36.0,Female,San Francisco,Married,6.0,159.0,162200.0,Service,Yes,No,Petrol,Sports Utility Vehicle
CusID_19854,23.0,Not_Specified,Shinjuku,Married,5.0,143.0,125840.0,Business,Yes,No,Petrol,Station Wagon
CusID_19855,33.0,Female,Kolkata,Married,4.0,147.0,77200.0,Service,Yes,No,Hybrid,Crossover
CusID_19856,56.0,Female,Berlin,Divorced,2.0,157.0,91250.0,Business,Yes,No,Diesel,Coupe
CusID_19857,48.0,Female,New York City,Single,1.0,140.0,152110.0,Business,Yes,No,Petrol,Convertible
CusID_19858,33.0,Female,New York City,Divorced,2.0,150.0,130730.0,Business,Yes,No,Petrol,Convertible
CusID_19859,27.0,Male,Chennai,Married,4.0,180.0,133750.0,Business,Yes,No,Petrol,Sports Coupe
CusID_19860,50.0,Female,Kuala Lampur,Divorced,4.0,141.0,127800.0,Service,Yes,No,Hybrid,Station Wagon
CusID_19861,35.0,Male,Sydney,Married,5.0,155.0,160700.0,Business,Yes,No,Diesel,Sports Utility Vehicle
CusID_19862,31.0,Male,Kuala Lampur,,2.0,151.0,63670.0,Business,Yes,Yes,Diesel,Crossover
CusID_19863,27.0,Female,New York City,Divorced,2.0,138.0,65500.0,Service,Yes,No,Diesel,Utility Vehicle
CusID_19864,20.0,Not_Specified,Kolkata,Single,1.0,152.0,4300.0,Student,Yes,Yes,Hybrid,Hatchback
CusID_19865,31.0,Female,Kolkata,Married,4.0,160.0,189800.0,Service,Yes,No,Petrol,Luxury Sedan
CusID_19866,49.0,Male,Sydney,Married,6.0,167.0,92700.0,Business,Yes,No,Diesel,Utility Vehicle
CusID_19867,31.0,Male,Kuala Lampur,Divorced,3.0,162.0,163600.0,Service,Yes,No,Diesel,Sports Utility Vehicle
CusID_19868,31.0,Male,Vienna,Divorced,4.0,171.0,85780.0,Business,Yes,Yes,Petrol,Sedan
CusID_19869,21.0,Female,Delhi,Married,3.0,130.0,45690.0,Business,No,Yes,Petrol,Minivan
CusID_19870,29.0,Not_Specified,Berlin,Married,2.0,140.0,33070.0,Business,Yes,Yes,,Compact Sedan
CusID_19871,36.0,Female,London,Divorced,4.0,139.0,92500.0,Business,Yes,No,Diesel,Utility Vehicle
CusID_19872,22.0,Male,Shinjuku,Single,1.0,180.0,158700.0,Service,Yes,No,Petrol,Luxury Coupe
CusID_19873,25.0,Female,Los Angeles,Married,6.0,138.0,92200.0,Service,Yes,No,Petrol,Station Wagon
CusID_19874,38.0,Female,Barcelona,Married,3.0,154.0,137750.0,Business,Yes,No,Diesel,Sports Sedan
CusID_19875,22.0,Female,Shinjuku,Divorced,2.0,140.0,114000.0,Service,Yes,No,Petrol,Sports Coupe
